title,datetime
ユナイテッド航空、中国路線の運航拡大　サンフランシスコ〜上海/浦東・北京/首都線をデイリー化,2023年8月12日
スターラックス航空、徳島〜台北/桃園線チャーター便運航へ　紅葉シーズンに,2023年8月11日
"香港国際空港、キャリア・エキスポ開催　50社以上が6,500人以上を採用",2023年8月11日
リヤド・エア、アトレティコ・マドリードとスポンサー契約,2023年8月11日
JAL、東京/成田〜ヌメア線でダブルマイル　9月1日〜11月15日搭乗分,2023年8月11日
エミレーツ航空、新アメニティキットを発表　ブルガリとコラボ,2023年8月11日
シンガポール航空、シンガポール〜フランクフルト線にエアバスA380型機を投入　2024年3月31日から,2023年8月11日
エールフランス航空、大阪/関西〜パリ/シャルル・ド・ゴール線を週3往復に　冬スケジュール運航計画,2023年8月11日
中国東方航空、広島〜上海/浦東線の運航再開　9月22日から週3往復,2023年8月11日
エティハド航空、スプラッシュセール開催中　6都市行き対象、総額12万円台から,2023年8月11日
エミレーツ航空、欧州行きでセール　総額15万円台から,2023年8月10日
大韓航空、東京/成田〜ソウル/仁川線を増便　8月16日〜10月28日、計33往復,2023年8月10日
エールフランス航空、東京/羽田〜パリ線を週14往復に　冬スケジュール運航計画,2023年8月10日
キャセイグループ、エアバス単通路機を最大32機発注へ,2023年8月10日
ANA、国内線あす出発ピーク　下り便予約率99％、「ホヌ」2便もほぼ満席,2023年8月10日
FDA、対象者限定運賃をリニューアル,2023年8月10日
ジェットスター・ジャパン、労働組合がスト権確立,2023年8月10日
シンガポール航空、東京/羽田〜シンガポール線を1日4往復に,2023年8月10日
ヘルシンキ空港、持ち込み手荷物の液体量制限を2リットルに変更,2023年8月10日
キャセイパシフィック航空、純利益42.6億香港ドル　1月〜6月期,2023年8月10日
ANAマイレージクラブ、新ブランド「AirJapan」運航便ではマイル積算せず　特典航空券も対象外,2023年8月10日
"ジェットスター・ジャパン、国内線で「スーパースターセール」　往復予約で復路1,990円から",2023年8月9日
ANA、10月搭乗分の「国内線タイムセール」を実施　10日から,2023年8月9日
JAL、国際線エコノミークラス機内食のスリーブにヘラルボニーのアート作品採用,2023年8月9日
JAL、FLY ONステータス会員・JGC会員にpovo14日間データ使い放題プレゼント,2023年8月9日
ANA、精進料理 醍醐が監修した「果実とスパイス香る ヴィーガンカレー」を提供,2023年8月9日
